event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-10 12:43:40 UTC,view,15100297,2053013557024391671,,,275.17,512540751,b062b533-cf59-4a95-88ec-c79684ea04fb
2019-11-20 13:25:16 UTC,view,6100016,2053013560866374351,auto.accessories.radar,neoline,93.43,539931030,ed32f039-db1c-49fc-bc53-a20c217c4830
2019-11-16 03:28:48 UTC,view,4600551,2053013563944993659,appliances.kitchen.dishwasher,beko,312.61,572055716,d9f077f8-4866-46bf-a04b-2fe8d91cc6e9
2019-11-15 15:02:29 UTC,view,3801283,2053013566176363511,appliances.iron,scarlett,29.78,513989516,6344423d-6baf-437c-8ab1-14c04eab11bb
2019-11-23 08:35:06 UTC,view,10300835,2053013553115300101,,silverlit,7.18,456769261,5902feee-9b19-4a60-8c8a-b03d45cd4803
2019-11-17 11:37:10 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1337.23,515086267,afa89366-bb01-457b-8516-f0108da7e311
2019-11-08 06:10:45 UTC,view,6300762,2053013554834964853,appliances.kitchen.kettle,maxwell,15.42,527694734,aac4da30-3c8f-48c3-a15d-562339a4fea4
2019-11-20 08:43:26 UTC,view,12701400,2053013553559896355,,yokohama,89.58,519021427,0bf8eee1-a5ae-45c5-a86f-748ad3870c4e
2019-11-08 11:13:16 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.63,566987385,0cb3457e-4937-4b4e-8ad7-5661da195e5e
2019-11-17 15:13:43 UTC,cart,100009601,2053013553559896355,,,25.74,519037941,80f9df2b-dd2e-4210-81bb-550643e50694
2019-11-03 15:17:16 UTC,view,4800210,2053013554658804075,electronics.audio.headphone,sony,90.07,555049302,71ce5157-0195-4e21-9ad9-63cd47923956
2019-11-17 15:36:50 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,913.99,515573004,32abe5e5-e49e-4fd7-a698-d83a9774289b
2019-11-29 15:54:12 UTC,view,21406051,2053013561579406073,electronics.clocks,versace,1271.08,523992331,add15057-3a0d-4f30-8879-750293360539
2019-11-24 16:11:08 UTC,view,10900250,2053013555069845885,appliances.kitchen.mixer,vitek,46.08,574261988,bedee1b5-5db2-46b0-a241-5e0946fa3c43
2019-11-29 13:25:27 UTC,view,17200722,2053013559792632471,furniture.living_room.sofa,rals,283.05,578959764,cba27e39-91e8-48e0-ad0e-ebf7a7a9d67d
2019-11-29 14:13:11 UTC,view,26300093,2053013563584283495,,lucente,459.21,571544154,d05b128f-459e-46d8-ba4e-cecac6d34a26
2019-11-17 12:51:52 UTC,view,21406791,2053013561579406073,electronics.clocks,,1132.59,571675323,aa3da765-872a-4edf-a706-e161d05d4a93
2019-11-17 05:55:34 UTC,view,1005192,2053013555631882655,electronics.smartphone,meizu,205.67,513232372,c2179570-361c-4b26-8bd1-4f4e017c47f9
2019-11-23 07:33:12 UTC,view,2300261,2053013560530830019,electronics.camera.video,acme,79.54,564336302,b9a815b3-dced-45ca-bcb7-4b45e82bf1ef
2019-11-11 05:05:03 UTC,view,30100041,2053013556110033341,,,22.23,547738664,9ab03960-0411-4e50-b1d3-9a97a20ea2b8
2019-11-01 18:32:29 UTC,view,28719185,2116907519078040377,apparel.shoes,,115.06,526820032,7077eb40-92fa-40b4-a127-297ae5935fa0
2019-11-04 04:11:25 UTC,view,1004877,2053013555631882655,electronics.smartphone,xiaomi,84.65,554531928,17293982-f930-4d12-9a82-aad1e61a79dd
2019-11-29 16:22:59 UTC,view,4804048,2053013554658804075,electronics.audio.headphone,plantronics,177.06,551039756,c9b27680-8486-4799-89b0-ca3388cdc81f
2019-11-25 12:58:32 UTC,view,10700879,2053013561277416167,,,45.6,570187547,2bb76f17-0534-42cd-ba3c-b4ac15af011f
2019-11-06 11:46:08 UTC,view,4201127,2053013552351936731,appliances.environment.air_conditioner,beko,277.74,535640188,0cd7a3fd-4a3b-4571-b59d-3ab3ca78f79d
2019-11-07 21:52:21 UTC,view,21403512,2053013561579406073,electronics.clocks,orient,195.11,513263988,ceb34912-d5c4-4c45-93a4-1f586de931a8
2019-11-15 13:37:11 UTC,view,1801739,2053013554415534427,electronics.video.tv,samsung,303.48,524680966,7a405637-0c76-acad-443a-fbd7d893e4a5
2019-11-02 12:44:32 UTC,view,12703015,2053013553559896355,,cordiant,42.99,561839086,069a2baa-3c8b-4bd6-b10c-66d7a079d484
2019-11-12 08:02:24 UTC,view,3500046,2053013555287949705,,kenwood,398.95,532613111,85df08f7-d6d8-4ec8-a7da-6862a4c795bf
2019-11-30 13:00:35 UTC,view,1005217,2053013555631882655,electronics.smartphone,xiaomi,137.31,535074891,eaf9bd93-a4ba-4b97-b471-5ae3dc02b0fe
2019-11-13 05:14:34 UTC,view,42000004,2102307650380235197,,pt-group,270.28,515326617,0483edda-f51b-4cba-b141-9c6c7a581f53
2019-11-17 16:55:13 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,913.99,568153664,aafc29d3-2067-4327-914b-18eeb4903eec
2019-11-14 23:47:00 UTC,view,1004950,2053013555631882655,electronics.smartphone,oneplus,970.88,566529636,a0565c66-c843-42e2-92c1-6711b4bfdd70
2019-11-07 15:41:08 UTC,view,26200141,2053013563693335403,,,176.32,566775065,18886c8e-9668-49df-a745-27d59623a8be
2019-11-11 13:27:33 UTC,view,1004446,2053013555631882655,electronics.smartphone,samsung,89.32,551742964,06f1ba37-99f2-455b-b04b-db4ca430b288
2019-11-02 07:55:43 UTC,view,17300385,2053013553853497655,,burberry,71.53,512520417,e0f378e0-5871-4cad-8da0-3554cfab247d
2019-11-14 19:54:15 UTC,view,26404016,2053013563651392361,,,659.95,517165965,1c58502e-8462-4e52-861c-ed8894959865
2019-11-12 06:52:11 UTC,view,42600237,2096280601366626625,,airline,116.85,269816991,4ff832e4-bc75-4d45-b52b-ece7809c6d3f
2019-11-14 05:25:30 UTC,view,26403247,2053013563651392361,,,79.54,571295397,ee019dee-e37a-46de-8798-645e4806d7c0
2019-11-17 09:45:42 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,493.96,530654397,b6446f26-aae3-4961-a295-fa21e8515b1e
2019-11-17 14:46:43 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,264.79,546648208,14c89b6c-a86b-4c64-a8ae-ec426a00f25e
2019-11-27 05:33:53 UTC,view,12703014,2053013553559896355,,cordiant,65.89,523279494,d5616e79-7dc3-4447-b8c2-493467008eb6
2019-11-06 03:51:23 UTC,view,4900393,2053013555220840837,appliances.kitchen.juicer,scarlett,92.64,514586938,e6e9a6af-2ecd-4b8f-a2b8-0de51ad3fd49
2019-11-20 16:02:44 UTC,view,10301484,2053013553115300101,,welly,5.77,573786104,09cb2b83-67ba-4d43-ad2c-e44dea2909e4
2019-11-17 06:55:06 UTC,view,4700387,2053013560899928785,auto.accessories.videoregister,neoline,42.17,514415433,ee2d45ad-6790-490e-a611-cc3e8ad42bf0
2019-11-24 06:04:55 UTC,view,12706656,2053013553559896355,,nokian,50.71,513737883,1f7dc966-8d44-4ae9-824d-b016ea1865c7
2019-11-16 10:32:00 UTC,view,1801739,2053013554415534427,electronics.video.tv,samsung,303.48,543918892,85a838fa-aa7a-4cc3-82fc-6f18088bdc1c
2019-11-05 17:24:40 UTC,view,12706263,2053013553559896355,,nokian,136.43,540241146,ac95118c-ff20-4186-87cb-a6f5751bd3ae
2019-11-19 09:00:18 UTC,view,6700993,2053013554247762257,computers.components.videocards,msi,369.89,539288066,31794fd7-c9b4-4b48-abe9-4ccebee2a974
2019-11-10 16:32:58 UTC,view,23000110,2164367422893589471,,castrol,61.52,549238070,d644815f-4245-414a-9aba-81c44e803ad7
2019-11-08 12:54:14 UTC,view,54400008,2146551904958677622,,appollo,141.57,519300109,9560d421-9192-436d-8b01-75984da49c66
2019-11-18 16:42:23 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,126.9,573113082,8baae31a-e156-4e35-8a36-a7f568d6d03b
2019-11-14 13:59:02 UTC,view,3601485,2053013563810775923,appliances.kitchen.washer,lg,321.5,567859015,4c7223d3-cefb-4c6b-84e3-01b1edfe5f66
2019-11-01 15:14:16 UTC,view,5801658,2053013553945772349,electronics.audio.subwoofer,pride,74.62,563760660,5c1a43f2-a1a4-4238-8e6c-b6ecc543cc97
2019-11-09 19:07:10 UTC,view,28716515,2053013565782098913,apparel.shoes,respect,89.84,537555214,16b1f6dd-77be-48f1-97bc-dfa654019b30
2019-11-28 14:41:38 UTC,view,10800074,2053013554994348409,,redmond,35.99,575607197,89afbba2-fe87-45c7-9cf9-d00aa6c2e97e
2019-11-10 07:27:26 UTC,view,7006485,2053013560346280633,kids.carriage,indigo,308.86,519883141,bbcb7ebf-2e64-42b6-8ed2-954bd87b2a90
2019-11-25 17:33:02 UTC,view,10300150,2053013553115300101,,silverlit,6.92,553959476,3585395e-484a-4d19-a737-92f6c3a762a1
2019-11-30 10:04:10 UTC,view,1005158,2053013555631882655,electronics.smartphone,xiaomi,280.06,519503507,aaf680ca-3064-42d4-bb72-5ea2a32108c2
2019-11-20 06:04:23 UTC,view,1004750,2053013555631882655,electronics.smartphone,samsung,195.35,573762904,85191c78-2fda-475f-907a-36f645cd403e
2019-11-15 10:03:33 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.0,523810867,cfa23323-9126-4505-8066-9c41d4129d8c
2019-11-18 19:53:08 UTC,view,19200013,2053013556202308035,construction.tools.saw,al-ko,209.04,512722739,af8022b2-cdcf-465d-a8e1-d154ebdae566
2019-11-17 17:13:54 UTC,view,3600895,2053013563810775923,appliances.kitchen.washer,indesit,292.13,535901345,5dcb52f8-09ab-44ea-ac8e-3c94e96d306c
2019-11-30 23:41:22 UTC,view,4700630,2053013560899928785,auto.accessories.videoregister,,30.86,565259248,f9c5f406-9f57-4bc9-a820-c560984ae159
2019-11-17 09:32:18 UTC,view,1005186,2053013555631882655,electronics.smartphone,samsung,720.46,567689390,3d784543-61a0-4577-b35e-6f10e666ce4c
2019-11-11 11:22:50 UTC,view,19100310,2053013556227473861,construction.tools.saw,bosch,746.47,515248823,749bcd24-836a-4f83-88d3-b01111a3b9cd
2019-11-11 18:35:53 UTC,view,3801304,2053013566176363511,appliances.iron,tefal,64.33,535324883,94ff61e5-049a-4674-baa3-be5eff072b67
2019-11-16 02:40:38 UTC,view,5700662,2053013553970938175,auto.accessories.player,,180.18,554766726,fab33082-aa78-46a6-a08e-ebe53e57d0d8
2019-11-29 15:19:07 UTC,view,6902657,2053013560312726199,furniture.living_room.chair,joie,94.47,543692474,4f1d230a-8c12-420e-b390-f9fc8f6ab2c1
2019-11-17 13:19:30 UTC,view,1005161,2053013555631882655,electronics.smartphone,xiaomi,202.32,543835047,68999e4a-325f-4f82-b2c0-feb3b341bd51
2019-11-12 12:09:44 UTC,view,56300067,2166064855264526831,apparel.jumper,conceptclub,24.45,553943306,14dfa25e-bb5f-4788-ad23-0d5ae16c13a6
2019-11-13 11:58:35 UTC,view,1005174,2053013555631882655,electronics.smartphone,samsung,643.23,518914403,aa86f22c-277c-4da5-84f0-c44d43ca7fde
2019-11-15 08:06:11 UTC,view,28717991,2053013565639492569,apparel.shoes,respect,82.63,535503664,0902a097-4c75-4ee1-8c0b-f594ff3c322e
2019-11-17 18:58:16 UTC,view,3601355,2053013563810775923,appliances.kitchen.washer,lg,470.8,540874353,ff88ac48-db7a-4c37-9d65-5790b3b9ae3a
2019-11-25 02:43:14 UTC,view,2900242,2053013554776244595,appliances.kitchen.microwave,hansa,128.63,512875271,83402983-7ffa-4f23-9342-5b9f0e99ca31
2019-11-27 13:52:39 UTC,view,3700901,2053013565983425517,appliances.environment.vacuum,samsung,205.87,560869836,bed0321e-bf31-4ab3-89ba-38abec315a84
2019-11-28 18:04:51 UTC,view,1003039,2053013555631882655,electronics.smartphone,samsung,1154.86,566959786,b2ed18f9-6a0e-4c46-bddd-f218999fc95a
2019-11-23 06:13:26 UTC,view,14700309,2053013557133443581,furniture.living_room.cabinet,brw,190.22,572674549,60620523-02bb-430b-b4f0-5bd86144dbc9
2019-11-12 21:05:59 UTC,view,1004659,2053013555631882655,electronics.smartphone,samsung,715.33,516397770,41bc85e7-4cd1-428a-a030-0343481f0450
2019-11-28 13:40:28 UTC,view,5300574,2053013563173241677,,scarlett,15.42,514907621,a1c1ed8f-b06d-431b-8744-afb69fe91a6d
2019-11-17 13:25:37 UTC,view,4700478,2053013560899928785,auto.accessories.videoregister,sho-me,139.64,570378148,a773b9ea-e287-4305-8058-c4ea6bccc2bc
2019-11-14 18:46:16 UTC,view,3600182,2053013563810775923,appliances.kitchen.washer,midea,130.66,565754432,45d59e82-42c9-4e8f-9b2d-6ed6fca2617f
2019-11-15 08:32:06 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,243.49,518438144,7d6886d4-e7c3-4341-9e40-c91cfaee07c9
2019-11-17 12:04:17 UTC,view,3801298,2053013566176363511,appliances.iron,braun,74.62,519045382,6dd17e88-c78d-430b-afb5-0b9ea32dfc85
2019-11-27 14:39:08 UTC,view,1480163,2053013561092866779,computers.desktop,acer,614.4,540473619,b44e2280-c4a8-48d5-abea-f2e33989bb9f
2019-11-14 13:55:26 UTC,view,1307135,2053013558920217191,computers.notebook,hp,262.3,552034818,85876b0d-36a6-42c2-9146-a373e8f49585
2019-11-15 16:41:52 UTC,view,5701002,2053013553970938175,auto.accessories.player,pioneer,56.37,525014848,d96e6158-d994-44ba-8f3b-fe9c84b2bd85
2019-11-08 10:39:52 UTC,cart,12720494,2053013553559896355,,sunwide,40.93,528406811,44c6c74a-f489-4758-84e6-47e09dd8ffc0
2019-11-15 12:36:32 UTC,view,25600021,2053013559675191951,,,92.15,547316823,17b41bda-7168-4fcf-9e21-f9212a355da9
2019-11-28 05:53:45 UTC,view,5300677,2053013563173241677,,philips,48.88,578009078,2e647a56-b0e0-4fdd-bc64-1e843de75b5d
2019-11-17 16:26:00 UTC,view,15100034,2053013557024391671,,,360.11,560117987,21fcb7b4-93f9-4468-ba86-cb8d80ec2756
2019-11-17 10:47:07 UTC,view,28715829,2116907519078040377,apparel.shoes,,62.81,571561979,f4e1d26f-04c1-4f2c-84b6-0b650422fcdc
2019-11-10 14:16:25 UTC,view,1003770,2053013555631882655,electronics.smartphone,huawei,306.54,569737548,44f5b11f-9445-459b-b2ae-b3fb75c87e03
2019-11-14 19:40:04 UTC,view,4700380,2053013560899928785,auto.accessories.videoregister,ibox,140.93,520746366,4125f032-a26f-46fc-9f93-073b8d9dfc4f
2019-11-07 12:49:03 UTC,view,1004902,2053013555631882655,electronics.smartphone,oppo,566.27,568572633,009c874d-3e52-440d-a312-c49a45ac1e88
2019-11-16 19:08:51 UTC,view,1005104,2053013555631882655,electronics.smartphone,apple,992.16,572137890,5d6557f4-bb3a-44db-86b0-5ebef942ec0e
2019-11-09 06:45:43 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.63,524349333,08e3a673-693a-4b21-85ed-14b4fbc7bb65
2019-11-15 20:19:33 UTC,view,1005098,2053013555631882655,electronics.smartphone,samsung,136.54,512429515,8cff49be-c710-49ae-a708-97ad1efe0a0e
2019-11-02 07:57:26 UTC,view,1005102,2053013555631882655,electronics.smartphone,xiaomi,431.12,561502922,e973d69c-6243-4c43-9ed5-88e135b8989a
2019-11-16 13:35:10 UTC,view,14700574,2053013557133443581,furniture.living_room.cabinet,,538.5,544852677,cda54389-b3f7-4455-8648-1a1eb111b523
2019-11-21 07:35:55 UTC,view,25800001,2053013562292437791,medicine.tools.tonometer,omron,27.0,572160632,c27eba6b-eb27-4652-b1cc-895e36cc8a07
2019-11-17 13:48:04 UTC,view,2502290,2053013564003713919,appliances.kitchen.oven,samsung,849.42,545670744,34dcab71-ea8d-4682-9e44-7f62353c465a
2019-11-28 03:56:07 UTC,view,3601403,2053013563810775923,appliances.kitchen.washer,indesit,181.19,516912432,09fa503b-1adc-4f3d-b7bf-98dd539fbab5
2019-11-11 17:20:59 UTC,view,2800628,2053013563835941749,appliances.kitchen.refrigerators,,215.24,513701163,2c4e8fd9-a082-455d-a887-2c8f7c8b95ce
2019-11-14 11:28:52 UTC,view,11000024,2053013554960793975,appliances.kitchen.toster,moulinex,36.01,539584290,f6969022-2714-492a-9561-536a45cef7de
2019-11-11 10:28:13 UTC,cart,1004723,2053013555631882655,electronics.smartphone,huawei,125.61,570073605,4c2a5480-6840-4785-9fa9-1fad333b3ac8
2019-11-11 08:11:51 UTC,view,5100850,2053013553341792533,electronics.clocks,huawei,154.16,569996488,468c6898-562a-4593-a16c-75fe4e147397
2019-11-17 12:02:22 UTC,view,3100075,2053013555262783879,appliances.kitchen.blender,philips,94.19,514792181,69bcbc3f-064d-4707-9366-1ab9d8b28a80
2019-11-03 05:34:18 UTC,view,11800026,2053013561243861733,,ritmix,7.4,512976764,a7c7303d-70b0-4785-8625-fce41847d8f1
2019-11-16 09:35:28 UTC,view,8500587,2053013552259662037,,uno,210.51,557747620,d1e03c8f-d9cf-4946-bb8d-ed616c1af582
2019-11-01 06:55:24 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1348.61,566349845,683b571f-bfe0-4827-b71e-59b7288e8b16
2019-11-17 09:15:49 UTC,view,1701019,2053013553031414015,computers.peripherals.monitor,aoc,334.37,513090710,b96f132e-cf8e-466a-89d1-7a9ac7a22d74
2019-11-10 16:47:15 UTC,view,1005104,2053013555631882655,electronics.smartphone,apple,971.09,569793704,2e21edef-9d13-4d8b-96a0-19132bb16842
2019-11-10 10:30:27 UTC,view,1801930,2053013554415534427,electronics.video.tv,saturn,177.35,512758251,4e5990c7-d353-4a41-8512-0120fcffe692
2019-11-15 02:37:04 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,727.02,513943331,c1ceea5c-1e73-4e46-b0c3-7f37216d3326
2019-11-15 03:49:33 UTC,view,3601035,2053013563810775923,appliances.kitchen.washer,indesit,195.37,514613987,646d6ee8-cc29-4329-855e-3bcec52b5e1e
2019-11-13 05:48:31 UTC,view,8902632,2053013553090134275,kids.toys,,25.74,568817119,4632fe07-378f-41a4-82dc-cf05da1e9f8d
2019-11-16 15:13:59 UTC,view,5400328,2053013552989470973,,rucelf,33.44,548113759,16124eb0-c5c8-4518-8816-c1e145b7169a
2019-11-17 15:08:59 UTC,view,12300236,2053013556311359947,construction.tools.drill,dewalt,178.37,527804879,7da2a986-7d36-44d0-bea5-5a5fe40b2108
2019-11-19 11:46:32 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,493.84,573447827,721a4a05-cc47-465f-971a-5d4334d61aec
2019-11-08 18:17:16 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,915.08,568337979,a77e612a-52d2-44f0-adf5-1f76e72086d4
2019-11-24 16:39:50 UTC,view,9800365,2053013554071601477,,,42.99,572263216,541eeb69-8460-4349-836a-fce99c3058a7
2019-11-29 06:44:05 UTC,view,3601522,2053013563810775923,appliances.kitchen.washer,lg,298.36,520021463,4ffb10bb-3ac0-4882-a825-99145f0e0573
2019-11-10 18:59:04 UTC,view,1002796,2053013555631882655,electronics.smartphone,apple,398.98,557396712,ae366069-cee6-47ac-9cba-61030b18911d
2019-11-28 04:21:24 UTC,view,3801112,2053013566176363511,appliances.iron,braun,437.57,517001610,09f37a91-1dae-4a9f-b308-0737578e79a9
2019-11-28 12:37:05 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,133.07,516768812,88fa5e4d-f113-42ad-97bb-b7d9bd2946be
2019-11-05 13:23:15 UTC,view,3700837,2053013565983425517,appliances.environment.vacuum,arnica,225.98,512971323,b97c14ab-e12f-4fc0-8fc9-c7de8d913710
2019-11-20 01:43:38 UTC,view,1004834,2053013555631882655,electronics.smartphone,samsung,169.71,573702884,d9f5781f-4047-4927-8ceb-1794f5086a5b
2019-11-21 07:45:38 UTC,view,28716453,2053013565782098913,apparel.shoes,respect,86.23,525394149,f2a000ae-7db4-4e93-9f65-de00258598f1
2019-11-15 07:07:17 UTC,view,1004870,2053013555631882655,electronics.smartphone,samsung,278.69,520840213,366054f3-cb25-4c2d-bc32-edb9e9b56b70
2019-11-10 00:44:57 UTC,view,34700031,2061717937420501730,,,151.87,544292911,ac14cfe4-03a6-4082-889f-09fffc06076d
